Comment,Label
Coco still out,Neutral
 Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.,Positive
 Hello again  How`d ur saturday go?,Neutral
 why aren`t you showing up as a #spymaster in my screen?,Neutral
"Well, Sacramento, I hope you appreciate Rivkah Sass & treat her well. I`ll be sitting here in Omaha, pouting",Positive
Leaving the beach .. Having a great day with vicente .. We needed this time together,Positive
"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot",Negative
just left & already misses Nashville  be back sunday,Negative
Going to bed after the CAVS game  Don`t judge me LOL,Neutral
" you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy",Negative
I am living in a country where the government is ALWAYS a circus show ... sad but true...,Negative
went twitter crazy! last nigh :p well thats what happens when u got nothin ta do at 2 o`clock in da mornin,Neutral
 I want chocolate!,Neutral
"http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?",Neutral
 yep  but I`m going better now,Positive
Fun is being had.,Positive
$#@! My nose stud fell out and I can`t find it  Looks like I`ll have to head into Amsterdam today and get a new one,Negative
_by_spork we shall see,Neutral
_other Excellent analogy,Positive
Good morning tweeps. Busy this a.m. but not in a working way,Positive
" lmao, im only joking mate",Neutral
 FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,Positive
"been busy at work, now must run before traffic is too bad.",Neutral
got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.,Positive
 it was an awesome talk  find it very true that i am watching the ruby community closely,Positive
#f1 in a few hours guess who is sleepin in the living room,Neutral
 hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,Positive
http://twitpic.com/664oz - this is what happens when i have no models,Neutral
"I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!",Positive
"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..",Negative
"Speaking,,,Speaking ...",Neutral
Paid all my bills only to go out to the mailbox to find more of them,Neutral
" I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy",Neutral
" Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",Positive
"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",Neutral
So many farewell parties! sad to see people leaving ..,Negative
 - Still a pity it comes with no lamb though,Negative
 I`ve got cups but you gotta come get them,Neutral
"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",Positive
 no other reason? I wonder if she loves you,Positive
 happy birthday ness!!,Positive
" Wow, I really hope it gets better. Asthma sucks",Neutral
feels ..my cousin is a monkey  http://plurk.com/p/x23pa,Negative
"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",Neutral
 wasn`t the 'layers' just absolute positioned divs? Web compability killer,Neutral
Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.,Negative
Loves random acts of kindness and laughter,Positive
"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",Positive
Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!,Positive
Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,Positive
 Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...,Negative
 I can`t belive you only have one episode to go  ****,Neutral
 you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.,Neutral
 I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,Negative
NOT excited for 32 people reservation in the morning  **** LOVIN halo3 right now for sure too,Neutral
" wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",Positive
Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now,Positive
" i was going tonight, but you never wrote me back with the info  im sososo sad...",Negative
 still not 100%    im sick of being sick!,Negative
_collins I`m not sure I understand how this twitter thing works...,Neutral
wat a stressful week i jus hope everything falls into place 4me,Negative
with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,Negative
Aww I got to see my 1st grade teacher`s last day before she retired,Positive
" For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.",Negative
"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",Negative
 when will she b finished,Neutral
BGT made me cry tonight,Negative
"gawww, why is facebook being so slow?",Negative
 im cool  cant wait to hear these stories xoxo,Positive
Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?,Neutral
Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,Positive
I day til NYC!!!! and the journey soon begins!!! Music baby,Neutral
i feel in love with pizza girl... now i eat pizza everyday,Positive
 11 30s way early! anyway nigth night  love you!,Positive
" If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you",Negative
 I`m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer,Neutral
 Hey Esmee. How U doing?,Neutral
" MUAHAHAHHAHAHA...   well, maybe they think I`m crazy or something. I haven`t scared  yet though",Positive
" nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!",Neutral
today got her POP! t-shirt & lovess ittt  haha x,Positive
 EpiCentre Wheelock Place - tourists only..,Neutral
"Perfect night. Best month of my life so far!! You my boo, ",Positive
 yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<,Positive
 hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,Positive
" Think you should do a tour in England, we dont got to see any aweomse people !!",Negative
'Puke In My Mouth' the brilliant response to **** In My Pants  http://tinyurl.com/cy8z7y  Over the top wrong,Neutral
"Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!",Neutral
Is bummed out...i don`t have even one testimonial on Flickr.,Negative
 I am sorry that you are feeling that way.,Negative
yeah so Prom Night is now the Craft (good movie),Positive
"having the flu, not the swinish-one, but the flu.",Neutral
 don`t go to logan square we`re pretty sure the shirt isn`t there  1 more philly local tmrw,Negative
 You should see our floors before you make that offer.  Let me know if you don`t receive a call soon.,Neutral
"    I am sending healthy, healing thoughts in the mumborg`s direction.",Positive
"Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night",Positive
Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at http://tinyurl.com/mozartdog,Neutral
"Went on a short flight around the Geelong waterfront.  Surprised at how well I handled it, as I`m still exhausted from last weeks meetup",Positive
": I`ll keep y`all in my prayers but welcome back to TX  Hope you have a good,safe flight",Positive
Good morning scary world!,Negative
"is back at working auditing away, time to make the hard decisions and be happy",Positive
 - ummmm. no comment. LOL. I actually have not watched GH in about a week.,Positive
" i think u have more than enough friends now, including me lol",Neutral
Zs.Nagy presents  http://www.nordugrid.org/manuals.html,Neutral
_Layne  hmm.. what`s ur fav movie?? tv shows??,Neutral
 <3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform,Positive
 Thankfully that face only shows up for photoshoots,Positive
" Don`t worry, the bizarre will find you",Positive
 Sorry - I have failed to grasp your meaning,Negative
"_Walker21 sadly no, I`ll be going to the killumbus show. I really want to but no one wants to drive me there",Neutral
" Morning Lou, I Have some housework to do then im off to Church",Neutral
Extremely happy to see my new track 'The Awakening' featured on Indivibe   http://www.indivibe.com/vibe.php?city=1,Positive
 hahaha n I`m a do the same for u,Neutral
"I love my mom! Happy Mother`s Day, mommies",Positive
Just Chilling after MCFLY last night! ABSOULUTELY INCREDIBLE! =D i love them!,Positive
"God, why can`t I be at #asylum? Really. I never get to do anything cool!",Negative
Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number,Neutral
"working on mothers day slideshow, cake, card, and balloons  she deserves the best!",Positive
"Early bird gets the worm.  And in my case, birder gets to witness the carnage.",Neutral
_eat_out,Neutral
" Thanks, hope you have a good one",Positive
" - You too, thanks for completing  Calvin Appreciated",Positive
"Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day",Negative
"Wow, the new Google icons suck   http://bit.ly/z7JIE",Neutral
